;"Austriacka Twierdza Kraków. Schron  amunicyjny Prokocim. Zbudowany w latach 1914-1915.";"50.015661";"19.993255";"3"
;"Ogród został założony w roku 1975. Położony jest 7 km na północny-wschód od Przemyśla. Stanowi jeden z cenniejszych zabytków przyrody i kultury Małopolski. Historyczne założenie obejmuje park i dwór, w którym w połowie XIX w. mieszkał i tworzył znakomity malarz Piotr Michałowski. Na terenie Arboretum znajduje się również dziewiętnastowieczny fort dawnej Twierdzy Przemyśl.";"49.817725";"22.862811";"3"
;"Skansen czynny:  W sezonie turystycznym od 1 maja do 30 września: w dni robocze 800 - 1700 w dni wolne od pracy i święta 1000 - 1900  Od 1 października do 30 kwietnia: w dni robocze 900 - 1500";"50.221830";"22.404500";"3"
;"Zamek sklada sie z sredniowiecznej ceglanej wiezy (kiedys byl to stolp) krytej dachem i dwukondygnacyjnego, podpiwniczonego budynku wzniesionego na planie prostokata. Na wzgorzu zamkowym znajduja sie resztki murow obronnych, bastei";"50.039760";"19.219706";"3"
;"Zbudowany w XIIIw przez Krzyzakow murowany zamek mial byc siedziba wielkiego mistrza. Rozebrany w XVIIIw z wiekszosci zabudowy zachowal jedynie wieze zw Wieza Mestwina. Na scianie wiezy widnieje tablica nagrobna wojewody chelminskiego Melchiora Wejcher";"53.348259";"18.428104";"3"
;"Wzniesiona w XIVw krzyzacka warownia, stanela na miejscu poprzednich umocnien grodu ksiazat pomorskich. Po 1466r przeszedl w rece polskie. Do dzis zachowala sie czesc murow korpusu zamkowego i cylindryczna wieza o wysokosci 34 m z blankami w szczycie";"53.404071";"18.457148";"3"
;"Przepiekne w swej formie ruiny na wapiennej skale, sa pozostaloscia rycerskiego zamku rodu Lisow, zbudowanego w XIV wieku. Zniszczony przez Szwedow w 1657 roku nie zostal juz odbudowany. Zachowaly sie fragmenty scian, wiez oraz wtopionych w mury baszt";"50.614375";"19.475491";"3"
;"Siklawa (Wielka Siklawa), Najwiekszy polski wodospad, dojscie szlakiem zielonym.";"49.213780";"20.043588";"3"
;"Wodospady, Przesieka, Karkonosze";"50.803183";"15.674871";"3"
;"Schron nr 8 obserwacyjny";"51.363228";"19.131912";"3"
;"Piekny wodospad na progu wodnym. Parking przy PTTK";"49.623364";"18.911625";"3"
;"Skarszewy od 1198 roku znajdowaly sie w rekach joannitow, ktorzy w pierwszej polowie XIV wieku wzniesli tu swoja obronna siedzibe. W 1370 roku zamek kupili Krzyzacy i piecze nad nim przejal wojt z Tczewa.";"54.072222";"18.443669";"3"
;"Schron bojowy miedzy dwoma mostami drogowymi w Cigacicach";"52.029767";"15.623876";"3"
;"Wodospady, Kalnica, ";"49.215980";"22.436495";"3"
;"Muzeum Wojska w Białymstoku";"53.132096";"23.166571";"3"
;"Jadąć w strone Krakowa w pewnym momencie będziesz na samej górze drogi. To jest idealne miejsce gdzie zobaczysz praktycznie cały Kraków.";"49.972146";"19.906711";"3"
;"Jurajski Park Dinozaurów w Jurowcach koło Białegostoku, więcej  www.jurajskiparkdinozaurow.pl/index.html";"53.185567";"23.149909";"3"
;"Fundacja Miejski Park i Ogród Zoologiczny w Krakowie  www.zoo-krakow.pl";"50.051986";"19.849054";"3"
;"Sosnowieckie Centrum Sztuki - Zamek Sielecki  Tel. (032)2663842, (032)2979076";"50.285377";"19.145822";"3"
;"Palac z konca XIX w. Park";"51.692112";"16.852261";"3"
;"Ogrody botaniczne, Łódź, ";"51.760236";"19.407219";"3"
;"Mozna zaparkowac auto przy morzu. Wspaniałe widoki.";"54.609260";"18.514008";"3"
;"Palac z 1785 r.wybudowany dla ksiecia Antoniego Jablonskiego wg.projektu Dominika Merliniego.";"52.056799";"16.710386";"3"
;"Pałac Kultury i Sportu  tel. 068 477 64 61";"51.612613";"15.324516";"3"
;"Jezioro Pilchowickie widok na wiadukt kolejowy i jezioro oraz tamę pilchowicką. Dla odważnych proponuje wejście na środek tego wiaduktu i popatrzenie w dół (uwaga na pociągi).";"50.965683";"15.657706";"3"
;"Jezioro Pilchowickie, Zapora Wodna, Elektrownia Wodna wejscie na tame jest darmowe widoka na samo jezioro jak i na piękną okolice.";"50.965005";"15.643813";"3"
;"Niewielkie malownicze miasteczko pełne zabytków związanych z Jagiellonami. Dwa muzea (pierwsze w Polsce Muzeum Aptekarstwa), gotycka kolegiata, ratusz z wieżą widokową. Restauracje, hotel.";"49.732579";"21.257944";"3"
;"Bastion św. Jadwigi (Bastei der Hl.Hedwig) to pozostałości umocnień habsburskich - jeden z 10 istniejących wówczas bastionów. W 1870 był więzieniem dla kilkuset francuskich jeńców. W latach 1878-1887 pełnił funkcję koszar nr 9, po I wojnie światowej sprzedano go w prywatne ręce";"50.474384";"17.330765";"3"
;"W przeszłości był określany również jako Fort Blockhauzschanze lub Fort Blockahaus. Wybudowali go Austriacy w 1741, krótko przed oblężeniem Nysy przez wojska Pruskie. Początkowo służył jako prosty szaniec palisadowy, otoczony wodą i wysunięty przed umocnienia twierdzy. W 1745 Prusacy przebudowali go na fort wodny w formie lunety.Zlokalizowany jest w parku miejskim, w maju 2008 zakończyła się jego gruntowna renowacja i rekonstrukcja.";"50.465549";"17.321426";"3"
;"Zamek obronny XIVw. W XVw warownia była własnością słynnego Zawiszy Czarnego. Do dziś zachowały się jedynie fragmenty murów i trzy kondygnacje czworobocznej wieży.";"49.437088";"20.325982";"3"
;"Zamek z XIV wieku, zachowany w całości. Wstęp na zamek płatny.";"49.916710";"20.470380";"3"
;"Nie ma dojazdu pod samą bramę ZOO.";"50.277279";"18.985775";"3"
;"Dolina Bolechowicka koło Krakowa(zespół Dolinek Podkrakowskich)";"50.152926";"19.787063";"3"
;"Park Etnograficzny połączony z Miasteczkiem Galicyjskim.";"49.614783";"20.733336";"3"
;"Zespół Katedralno zamkowy";"53.735753";"18.921890";"3"
;"Zamki, Działdowo, ";"53.234631";"20.182276";"3"
;"Pomnik Nieznanego Żołnierza  Przedstawiający Ogromną Rękę  Miejscowi nazywają te miejsce Łapą";"53.263005";"20.197033";"3"
;"Synagoga zbudowana w 1856 roku.Na apsydzie synagogi znajduje się tablica pamiątkowa upamiętniająca dawne przeznaczenie budynku.Treść w języku polskim i hebrajskim brzmi: Synagoga w latach 1856-1939";"53.313320";"17.937111";"3"
;"Cmentarz żydowski w Koronowie - został założony w 1817 roku i zajmuje obszar 0,36 ha na którym zachowało się kilkadziesiąt nagrobków i resztki ceglanego muru. Wśród płaskorzeźb nagrobnych występują - obok symboli typowych dla żydowskiej sztuki sepurlkralnej - także symbole zaczerpnięte ze sztuki chrześcijańskiej (np. znak Bożej Opatrzności).Cmentarz został wpisany do rejestru zabytków.";"53.312390";"17.950673";"3"
;"Kolegiata Wniebowzięcia Najświętszej Maryi Panny w Koronowie - kościół pocysterski(zespół klasztorny cystersów ) XIII-XIV wiek, trzynawowa bazylika powstała w trzech etapach z szeregiem kaplic, przebudowana XVII wiek, bogate wyposażenie barokowe z przełomu XVII i XVIII wieku, szereg obrazów i rzeźb, m.in. gotycka rzeźba Matki Boskiej z XIV-XV wieku, a w ołtarzu głównym z końca XVII wieku obrazy z 1647 pędzla Bartłomieja Strobla. Kościół wyróżnia się różnorodnością sklepień: w prezbiterium - gotyckim, w nawie głównej - barokowym sklepieniem kolebkowym z lunetami, a w transepcie pośrodku - krzyżowym, w ramionach, kolebkowym i w nawach bocznych - krzyżowym. Siedziba Koronowskiej Kapituły Kolegiackiej.";"53.309063";"17.935030";"3"
;"Elektrownia Wodna ...jedna z pierwszych w powojennej Polsce...działa do dziś.";"53.276351";"17.955265";"3"
;"13-metrowy pomnik upamiętniający zwycięstwo w bitwę pod Koronowem wojsk polskich nad Krzyżakami, 10 października 1410 r., w rejonie wsi Wilcze - Łąsko Wielkie.";"53.320947";"17.923496";"3"
;"Góra Łokietka - punkt z którego widać panoramę miasta.";"53.309262";"17.932562";"3"
;"Zespół pałacowo - parkowy z wieżą widokową.Neogotyk.";"53.386451";"19.135695";"3"
;"LIPOWIEC - dawna twierdza biskupów krakowskich.Góra zamkowa o   wysokości 362 m n.p.m. piętrzy się nad wsią Babice i powstałym w roku   1973 w Wygiełzowie (dawniej Lipowcu) Nadwiślańskim Parkiem   Etnograficznym.Wieża z tarasem widokowym.Zwiedzanie płatne.";"50.076893";"19.444947";"3"
;"Zamek Tęczyn (Tenczyn) położony jest we wsi Rudno 6 km na połudn.zachód od Krzeszowic.Potężne ruiny położone są na szczycie góry, która była kiedyś wulkanem, na wys. 411 m n.p.m.";"50.102069";"19.581499";"3"
;"Zamek Książ (niem. Fürstenstein) trzeci co do wielkości w Polsce Zbudowany w XIII w.zapewne z inicjatywy Bolka I. Zamek zachował się w całości, zwiedzanie płatne";"50.842404";"16.292327";"3"
;"Zamek Janowiec wybudowany w I poł. XVI wieku przez Mikołaja Firleja i jego syna - Piotra Firleja.zachowany w postaci trwałej ruiny. Zwiedzanie płatne.";"51.324577";"21.892383";"3"
;"Egzotarium  tel.032299-64-45";"50.283059";"19.104924";"3"
;"Muzeum im. Ireny i Mieczysława Mazarakich.Budynek Muzeum pochodzi z końca XVI w. Był lamusem dworskim Ligęzów.Zachował pewne cechy renesansu jak łuk sklepieniowy parteru. tel. (0-32) 623 51 73";"50.143569";"19.401994";"3"
;"Dom Urbańczyka , Dom usytuowany jest w niewielkim ogrodzie. Budynek pochodzi z końca XIX wieku i jest ciekawym przykładem małomiasteczkowego budownictwa willowego o wyraźnych cechach regionalnych.tel. (0-32) 623 43 07";"50.141864";"19.402016";"3"
;"Klasztor Karmelitów Bosych   , tel. (0-33) 873 21 87";"49.879060";"19.488769";"3"
;"Zabytkowa Kopalnia Soli  Sekretariat  tel. 12 278 73 75  fax 12 278 73 80  e-mail: sekretariat@kopalnia.pl  http://www.kopalnia.pl";"49.982785";"20.056507";"3"
;"Muzeum Ziemi Przemyskiej";"49.783023";"22.771750";"3"
;"Muzeum Archidiecezjalne im. św. J.S. Pelczara";"49.780654";"22.770752";"3"
;"Zamek Kazimierzowski w Przemyślu";"49.780314";"22.765806";"3"
;"Zespół Zamkowo-Parkowy wraz z hotelem";"49.776580";"22.652971";"3"
;"MUZEUM W PIOTRKOWIE TRYBUNALSKIM  tel. 0-44 646-52-72, 0-44 646 43 55";"51.409097";"19.700868";"3"
;"Muzeum Twierdzy Przemyskiej";"49.781977";"22.766783";"3"
;"Zwany jest polskim Carcassonne ze względu na bogactwo architektury - kamienne mury, baszty obronne, kościół ze studnią tatarską, dawny dom kata miejskiego.";"50.463252";"17.003900";"3"
;"Dolina Mnikowska krajobrazowy rezerwat przyrody. Obejmuje wąwóz w dolinie niewielkiej rzeki Sanki. gmina Liszki";"50.066666";"19.700000";"3"
;"Sztolnia Czarnego Pstraga. W podziemiach Sztolni &amp,#8211, wspaniała sceneria tajemniczości, podziemny przepływ łodziami w świetle migocących lamp karbidowych, dostarczający niezapomnianych wrażeń";"50.435613";"18.807649";"3"
;"Zamek z doskonale zachowanymi podziemiami, leży nad samym Bugiem przy granicy z Ukrainą.";"50.681667";"24.054565";"3"
;"Twierdza Kłodzka , w części udostępniona dla zwiedzających, stanowi jedną z głównych atrakcji turystycznych Kłodzka tel. 074/ 867 34 68";"50.443314";"16.652559";"3"
;"Zamki, Krupe, ";"51.036212";"23.237457";"3"
;"Piękny widok, który rozpościera się na Przemyśl";"49.799189";"22.771954";"3"
;"Rynek średniowieczny bardzo ładnie zachowany z fantanną.";"49.782220";"22.769047";"3"
;"Zamek Kazimierzowski.Murowany zamek w stylu gotyckim, który został wzniesiony po roku 1340 na Wzgórzu Zamkowym był w swej późniejszej historii wielokrotnie przebudowywany.";"49.780439";"22.766541";"3"
;"Pałac Goetz-Okocimskich,    wybudowany został w latach 1898-1900   Neorokokowy pałac przemysłowca Jana II Albina Goetza -Okocimskiego";"49.970531";"20.609643";"3"
;"Arboretum i Zakład Fizjografii   , (Zamek), tel. (0-16) 671 64 25";"49.793011";"22.776310";"3"
;"Dziki Zachód  Centrum rozrywki i jazdy konnej  Mini Zoo";"54.145545";"15.556468";"3"
;"Zoo, Zamość, ";"50.714700";"23.238830";"3"
;"Zoo, Malbork, ";"54.040700";"19.003600";"3"
;"Zoo, Białystok, ";"53.120670";"23.165930";"3"
;"+48 (56) 622-4210";"53.009360";"18.591190";"3"
;"+48 (56) 622-4210";"52.261760";"21.015580";"3"
;"+48 (71) 348-3024";"51.104949";"17.074170";"3"
;"+48 (24) 366-0511";"52.537010";"19.701520";"3"
;"ul. Zwierzyniecka 19,   60-814 Poznań PL  tel. (+48-61) 847 23 97, 848 08 47, 848 08 63";"52.408430";"16.906470";"3"
;"romański kościół Imienia Najświętszej Maryi Panny z końca XII wieku";"52.800089";"18.264126";"3"
;"Miejsca Godne Zwiedzenia, Konewka, Bunkier";"51.569707";"20.153560";"3"
;"Miejsca Godne Zwiedzenia, Tum, Kolegiata";"52.055604";"19.241137";"3"
;"Rezerwat Łagiewniki   piękna flora i fauna  dużo gatunków roślin chronionych  zwierzęta(dziki,sarny,lisy)";"51.832621";"19.477472";"3"
;"Niebieskie Źródła";"51.512588";"20.027904";"3"
;"Wodospady, Sopotnia Wielka, ";"49.584820";"19.301140";"3"
;"Wodospady, Malinka, Wodospad";"49.619960";"18.917080";"3"
;"Wodospad Podgornej";"50.803900";"15.668470";"3"
;"Wodospad Szklarki";"50.829510";"15.554880";"3"
;"Wodospad na rz. Szum";"50.506980";"22.975210";"3"
;"Wodospad na rzece Dolzycy";"49.327650";"22.030170";"3"
;"Wodospad na rzece Hylatym";"49.207740";"22.554680";"3"
;"Wodospad Kamienczyka";"50.813720";"15.497010";"3"
;"Wodospad Lomniczki";"50.742990";"15.727470";"3"
;"Wodospad (Kaskady w Steznicy)";"49.316160";"22.321020";"3"
;"Wodospad (Kaskady na potoku Nasicznianskim)";"49.171030";"22.596250";"3"
;"Wodospad na Hulskim";"49.219350";"22.509780";"3"
;"Wodospad (Srebrne Kaskady)";"50.775030";"15.655730";"3"
;"Muzeum Ludowe w budynku dawnej karczmy  żydowskiej";"51.085632";"19.875351";"3"
;"Zamek Habsburgów  Punkt wskazany na dziedziniec zewnetrzny pomiedzy starym zamkiem, a nowym zamkiem. Dziedziniec zewnetrzny otoczony jest od polnocy, wschodu i poludnia czesciowo przez oficyny (wozownia od polnocy, oficyne mieszkalna pln.-wsch.), czesciowo przez palac Habsburgow (nowe skrzydlo na pld. od bramy wjazdowej i stare skrzydlo - poludniowa czesc zabudowy). Na poludnie od zamku znajduje sie zabytkowy park z domkiem chinskim.  W starym zamku znajduje sie Muzeum Miejskie w Żywcu.";"49.688158";"19.200527";"3"
;"Pokaźnych rozmiarów replika dinozaura - diplodoka. Zwierze imponuje wyglądem - ma 15 metrów długości , jest wysokie na 6 metrów i od czasu do czasu groźnie porykuje. Postać potężnego gada stoi tuż obok schroniska młodzieżowego oraz nowej wieży widokowej - z której przy ładnej pogodzie można dostrzec Tatry.";"49.963050";"21.447090";"3"
;"Muzeum i skansen S.Reymonta";"51.896530";"19.939160";"3"
;"Skansen(stare chałupki łowickie),zbiór różnych narzędzi rolniczych itp.";"52.133909";"19.863281";"3"
;"XVIII wieczny park w stylu angielskim,wśród zieleni kryją się gotyckie wieżyczki,Akwedukt,Domek Gotycki,  główna budowla parku-Świątynia Diany z 1783r.";"52.076710";"20.007905";"3"
;"Piękny Pałac i otaczający go Park w stylu francuskim";"52.076868";"20.069103";"3"
;"Kaplica św.Antoniego wzniesiona w 1676r.oraz Kaplica św Rocha wzniesiona na początku XVIIIwieku.";"51.845256";"19.479146";"3"
;"Największa i najpiękniejsza z sudeckich jaskiń.Ze względu na wyjątkowe piękno nazywana jest 'Perłą Ziemi Kłodzkiej'";"50.234166";"16.834166";"3"
;"Wodospad Szklarki. Przełomem rzeki Kamiennej.";"50.827205";"15.526235";"3"
;"Zespół pokrzyżackich zabudowań zamkowych (zamek główny i przedzamcze)";"53.106830";"18.462899";"3"
;"Kościół w Tatyni - konstrukcja ryglowa";"53.569459";"14.512295";"3"
;"Kościół w Niekłończycy - barokowy, konstrukcja ryglowa";"53.617796";"14.507349";"3"
;"www.panoramio.com/photo/19505610";"53.114444";"19.048333";"3"
;"Pałac zbudowany w latach 1773-1783 dla króla Stanisława Augusta Poniatowskiego.  Stadnina koni.  Miłe miejsce na odpoczynek.";"52.102393";"19.663810";"3"
;"Arboretrum  Muzeum Drzewa i Lasu";"51.822675";"19.900606";"3"
;"Zamek z połowy XVw. jest jedną z najlepiej zachowanych późnogotyckich siedzib rycerskich w Polsce.  Piękny otaczający park do zwiedzania.";"52.264222";"19.565750";"3"
;"Zamki, Chudów, ";"50.223963";"18.772630";"3"
;"Zamek jest w takim stanie, że raczej nigdy nie będzie miał już własnego adresu";"50.613275";"19.492963";"3"
;"Zamki, Będzin, ";"50.327144";"19.129036";"3"
;"Lunapark - Stacjonarne Wesołe Miasteczko we Wrocławiu";"51.106270";"17.049493";"3"
;"Zoo, Świerkocin, ";"52.662680";"14.994664";"3"
;"Miejsca Godne Zwiedzenia, Nowiny Wielkie, ";"52.671944";"14.998333";"3"
;"Zespół Zamkowo Parkowy";"49.776026";"22.651147";"3"
;"Zamek Tarnowskich";"50.579444";"21.676666";"3"
;"Galindia. Jak za Wikingów";"53.735119";"21.562794";"3"
;"Miejski Ogród Zoologiczny we Wrocławiu  Tel: (071) 348 30 24      (071) 348 30 25      (071) 348 30 26  http://www.zoo.wroclaw.pl/";"51.105587";"17.076222";"3"
;"Tel. (071) 322 59 57  http://www.biol.uni.wroc.pl/obuwr/index.html";"51.116939";"17.047905";"3"
;"Muzeum Poczty i Telekomunikacji  Tel. (071) 343 67 65     (071) 346 95 82  http://www.muzeum.wroclaw.pl";"51.108250";"17.044193";"3"
;"PANORAMA RACŁAWICKA  http://www.panoramaraclawicka.pl/";"51.110231";"17.044365";"3"
;"Zamek Krzyżtopór";"50.714144";"21.309370";"3"
;"30 Niezniszconych Bunkrów Kwatery Głównej Niemieckich Wojsk Lądowych";"54.185477";"21.649219";"3"
;"Wilczy Szaniec - Kwatera Główna Hitlera w Latach 1941 - 1944";"54.079577";"21.493938";"3"
;"Rezerwat przyrodniczo-wykopaliskowy";"51.062544";"19.765863";"3"
;"Zamek,basen odkryty,mini wesołe miasteczko dla dzieci";"51.971821";"18.788509";"3"
;"Ruiny zakładu wielkopiecowego(huta) z lat 1818-1822";"50.991388";"20.624166";"3"
;"Wzniesiony ok. 1350 r. przez Kazimierza Wielkiego";"52.445083";"15.572250";"3"
;"Największa w Polsce kolekcja portretu trumiennego prezentowana była na wielu wystawach za granicą, m. in. w Paryżu, Londynie, Zurychu, Rzymie, Moskwie, Helsinkach i Bonn.    telefon: (95)742-18-50  faks: (95)741-25-67";"52.444750";"15.573027";"3"
;"Najwyższy wiadukt w Polsce.";"54.297419";"22.654966";"3"
;"Pokazowa Zagroda Żubrów    Biuro Informacji Turystycznej oraz Rezerwacja biletów - 032 793 69 22  Biuro Zagrody - 032 793 69 33 http://www.zubry.pszczyna.pl/";"49.980143";"18.933616";"3"
;"Skansen Zagroda Wsi Pszczyńskiej    Telefon - 604-508-718  e-mail: skansen.pszczyna@tlen.pl  http://www.skansen.pszczyna.pl/";"49.978273";"18.951094";"3"
;"Ruiny Zamku Krzyżackiego.";"53.257781";"19.398883";"3"
;"Ruiny zamku Drahim. Po zamku pozostaly jedynie ruiny, o wyszczerbionych murach wysokich na ok. 9 metrow. Wewnatrz murow widac zajmujacy 1/3 dziedzinca zarys muru, ktory jest pozotaloscia pallatium (czesc mieszkalna zamku).   Obecnie na dziedzincu znajduje sie zabudowa sredniowieczna. Odbywaja sie na nim turnieje rycerskie  Zamek jest udostepniony do zwiedzania";"53.600919";"16.195938";"3"
;"Góra Chełmska, wieża widokowa - piękne widoki na miasto i morze. Sanktuarium";"54.207448";"16.226221";"3"
;"Chełmskie Podziemia Kredowe Labirynt";"51.133012";"23.471453";"3"
;"Zamki, Zawieprzyce, po lewo ruiny";"51.351522";"22.763285";"3"
;"Resztki drewnianego wiatraka";"53.419923";"23.695535";"3"
;"Zabytkowy Spichlerz z początku XX wieku - pozostałości folwarku Radziwiłów którego początki sięgały połowy XIX wieku";"50.461472";"21.404677";"3"
;"ZABYTKOWA LATARNIA MORSKA";"54.406236";"18.661721";"3"
;"Resztki dworku Heinz&#039,a Wilhelm&#039,a Guderiana&#039,a";"53.588378";"16.545978";"3"
;"Dom Oficera.  Zbudowany przez Niemców w latach 1934-36 reprezentacyjny budynek garnizonu Gross Born.   W 'okresie radzieckim' historii miasta (1945-1992) obiekt nosił nazwę GARNIZONOWY DOM OFICERÓW i pełnił funkcję centrum kulturalnego miasta.  Ciekawostką jest pozostawiony przez Ruskich herb z rycerzem na koniu trzymającym flagę ze SWASTYKĄ. Obecnie ruina ale nieoficjalnie można pobuszować, warto.";"53.585818";"16.548811";"3"
;"Ruiny poradzieckich spichlerzy.";"53.579894";"16.528898";"3"
;"Zoo, Łódź, ";"51.763982";"19.412434";"3"
;"Twierdza Boyen w Giżycku powstała w latach 1843 &amp,#8211, 1855 jako obiekt blokujący strategiczny przesmyk pomiędzy jeziorami Niegocin i Kisajno.";"54.032578";"21.748681";"3"
;"Zamek Krzyżacki";"53.938595";"21.546007";"3"
;"zabytkowy kościółek";"53.991889";"15.034167";"3"
;"Piękny widok na Tatry";"49.262115";"20.090527";"3"
;"Wieża wyciągowa do transportu wsadu wielkopiecowego do przetapiania rudy z 1798 roku";"50.488950";"19.340008";"3"
;"Zamek królewski w Olsztynie k/Częstochowy";"50.750603";"19.272916";"3"
;"Muzeum Archeologiczno-Historyczne - budynek elbląskiego muzeum mieści się na terenie dawnego Zamku Krzyżackiego.";"54.156652";"19.393333";"3"
;"Ładne Widoki, Mieroszów, ";"50.671871";"16.209694";"3"
;"66-300 Międzyrzecki Rejon Umocniony   www.bunkry.pl";"52.371242";"15.502807";"3"
;"Muzeum Archeologiczno-Historyczne tel (076) 8341081, fax (076) 8333038,  godzinach: 10.00 - 17.00";"51.667169";"16.090738";"3"
;"Pałac i mury obronne zbudowane w latach 1615-1622";"51.677407";"22.642655";"3"
;"Kościół Św. Marcina z 1257 r.";"51.972843";"17.501687";"3"
;"Miejsca Godne Zwiedzenia, Jarocin, Skarbczyk";"51.973667";"17.502390";"3"
;"Ładne Widoki, Brzostków, Taras widokowy";"52.091019";"17.564113";"3"
;"Pałac w Śmiełowie - muzeum";"52.106362";"17.571065";"3"
;"Pałac Radolińskich";"51.975570";"17.503076";"3"
;"Klasztor OO. Franciszkanów";"51.963006";"17.512314";"3"
;"Renesansowy zamek wybudowano w 1558 roku według projektu Jana Lindnera. Przebudowany w 1725 roku i powiększony w wieku XIX. Po remoncie w latach 1958-60 mieści się w nim muzeum.";"51.708640";"15.910330";"3"
;"Były Obóż Zagłady Bełżęc";"50.369267";"23.459887";"3"
;"Zalew Machowski";"50.548798";"21.637042";"3"
;"Ładne Widoki, Wilcza Wola, ";"50.336564";"21.941199";"3"
;"Zamki, Baranów Sandomierski, ";"50.502110";"21.534098";"3"
;"Zamek Krzyżacki.";"53.834519";"18.827508";"3"
;"Muzeum Lubelskie na Lubelskim Zamku";"51.250533";"22.571572";"3"
;"Skansen rzeczy niezwykłych takich jak: najdłuższa deska świata wpisana do księgi rekordów Guinnesa, Dom do góry nogami, Dom Sybiraka, Bunkier Gryf Pomorski i inne. Miejsce ciekawe, ale jak dla mnie to panuje tam za duży chaos.";"54.206319";"18.108469";"3"
;"Kaszubski Park Miniatur - przedstawiający miniatury budynków zarówno z regionu kaszubskiego jaki innych rejonów Polski i świata.";"54.398938";"18.044388";"3"
;"Fokarium jako Instytutu Oceanografii Uniwersytetu Gdańskiego zajmuje się odtworzeniem i ochroną kolonii fok szarych w rejonie południowego Bałtyku. Przed zwiedzaniem proponuję zaopatrzyć się w monety 2 zł - przed wejściem są bramki przyjmujące jedynie takie monety. W przeciwnym przypadku należy rozmienić pieniądze w odpowiednim urządzeniu do którego jest długa kolejka.";"54.607019";"18.800327";"3"
